filename, literals, clauses, width
mp1-klieber2017s-1200-022-eq.cnf, 7231, 21628, 3667
mp1-Nb6T07.cnf, 4517, 19008, 3667
mp1-rubikcube901.cnf, 2730, 56093, 3667
g2-hwmcc15deep-6s105-k35.cnf, 75903, 224705, 3667
mp1-24.7.cnf, 4448, 138764, 3667
mp1-bsat222-777.cnf, 0, 0, 3667
mp1-24.2.cnf, 4448, 138764, 3667
mp1-blockpuzzle_5x10_s8_free3.cnf, 2750, 287100, 3667
g2-hwmcc15deep-6s44-k38.cnf, 242811, 707932, 3667
mp1-ps_5000_21250_3_0_0.6_0_1.50_6.cnf, 5000, 21250, 3667
mp1-22.9.cnf, 4128, 126580, 3667
g2-hwmcc15deep-6s44-k40.cnf, 259705, 757474, 3667
g2-T49.2.0.cnf, 4158552, 14480272, 3667
mp1-21.0.cnf, 3968, 119208, 3667
mp1-Nb7T43.cnf, 54032, 214032, 3667
mp1-blockpuzzle_9x9_s8_free3.cnf, 6966, 1159353, 3667
mp1-23.8.cnf, 4288, 132672, 3667
mp1-22.0.cnf, 4128, 126580, 3667
mp1-21.8.cnf, 3968, 119208, 3667
g2-ACG-20-5p1.cnf, 331196, 1416850, 3667
g2-ak128diagobg1btaig.cnf, 536817, 1608156, 3667
mp1-rubikcube520.cnf, 3114, 62819, 3667
mp1-21.5.cnf, 3968, 119208, 3667
g2-ak128paralbg2asaig.cnf, 376745, 1127946, 3667
g2-hwmcc15deep-6s33-k34.cnf, 24952, 72572, 3667
g2-hwmcc15deep-beemcmbrdg7f2-k32.cnf, 102936, 283797, 3667
g2-ak128boothbg1btisc.cnf, 426100, 1407187, 3667
g2-hwmcc15deep-bob12s02-k17.cnf, 216247, 639883, 3667
mp1-9_22.cnf, 1458, 280136, 3667
mp1-22.6.cnf, 4128, 126580, 3667
mp1-blockpuzzle_7x10_s7_free8.cnf, 5530, 820260, 3667
mp1-ps_5000_21250_3_0_0.8_0_1.70_6.cnf, 5000, 21250, 3667
mp1-24.0.cnf, 4448, 138764, 3667
mp1-21.1.cnf, 3968, 119208, 3667
mp1-klieber2017s-0500-023-t12.cnf, 30587, 91703, 3667
mp1-blockpuzzle_5x12_s6_free3.cnf, 3960, 496620, 3667
g2-UCG-20-10p1.cnf, 259258, 1388006, 3667
mp1-squ_any_s09x07_c27_sinz_UNS.cnf, 1035, 2261, 3667
g2-gss-32-s100.cnf, 32312, 97285, 3667
g2-T89.2.1.cnf, 3367468, 11660855, 3667
mp1-ps_5000_21250_3_0_0.6_0_1.45_2.cnf, 5000, 21250, 3667
g2-T65.2.1.cnf, 3300520, 11454140, 3667
g2-modgen-n200-m90860q08c40-3230.cnf, 2200, 9086, 3667
mp1-rubikcube912.cnf, 3090, 62778, 3667
g2-T133.2.1.cnf, 4219737, 14677117, 3667
mp1-Nb7T45.cnf, 56634, 224224, 3667
mp1-9_29.cnf, 1458, 280144, 3667
g2-T105.2.1.cnf, 4251485, 14795786, 3667
mp1-ps_5000_21250_3_0_0.8_0_1.50_6.cnf, 5000, 21250, 3667
mp1-squ_ali_s10x10_c39_abio_SAT.cnf, 1672, 5207, 3667
g2-UCG-20-5p1.cnf, 224986, 1204430, 3667
mp1-klieber2017s-2000-023-eq.cnf, 10193, 30511, 3667
mp1-bsat201-707.cnf, 201, 707, 3667
mp1-ps_5000_21250_3_0_0.7_0_1.45_0.cnf, 5000, 21250, 3667
mp1-rubikcube420.cnf, 3114, 62819, 3667
mp1-22.3.cnf, 4128, 126580, 3667
mp1-ps_5000_21250_3_0_0.8_0_1.50_8.cnf, 5000, 21250, 3667
g2-hwmcc15deep-oski15a10b10s-k20.cnf, 509532, 1326460, 3667
mp1-klieber2017s-0490-024-t12.cnf, 30503, 91448, 3667
mp1-22.2.cnf, 4128, 126580, 3667
g2-hwmcc15deep-beemfwt4b1-k48.cnf, 2300828, 5089482, 3667
mp1-Nb7T44.cnf, 55333, 219128, 3667
mp1-ps_5000_21250_3_0_0.6_0_1.50_0.cnf, 5000, 21250, 3667
g2-hwmcc15deep-6s179-k17.cnf, 11456, 32807, 3667
mp1-ps_5000_21250_3_0_0.7_0_1.50_2.cnf, 5000, 21250, 3667
mp1-rubikcube012.cnf, 3426, 69294, 3667
mp1-24.9.cnf, 4448, 138764, 3667
mp1-21.6.cnf, 3968, 119208, 3667
g2-gss-22-s100.cnf, 31616, 95110, 3667
g2-ak128astepbg1btisc.cnf, 342139, 1122671, 3667
g2-mizh-md5-48-5.cnf, 66892, 279256, 3667
g2-hwmcc15deep-6s341r-k16.cnf, 296616, 878410, 3667
mp1-rubikcube220.cnf, 3450, 69335, 3667
mp1-ps_5000_21250_3_0_0.8_0_1.55_2.cnf, 5000, 21250, 3667
g2-T106.2.0.cnf, 8363830, 29258821, 3667
g2-hwmcc15deep-oski15a10b08s-k23.cnf, 602485, 1573050, 3667
g2-T124.2.1.cnf, 2943418, 10333765, 3667
mp1-9_31.cnf, 1458, 280140, 3667
g2-T100.2.0.cnf, 4184145, 14567657, 3667
g2-ACG-15-10p1.cnf, 268258, 1155731, 3667
mp1-ps_5000_21250_3_0_0.7_0_1.45_8.cnf, 5000, 21250, 3667
g2-T102.2.1.cnf, 4209056, 14701817, 3667
mp1-9_38.cnf, 1458, 280140, 3667
mp1-bsat192-689.cnf, 192, 689, 3667
mp1-ps_5000_21250_3_0_0.6_0_1.45_6.cnf, 5000, 21250, 3667
mp1-9_19.cnf, 1458, 280140, 3667
mp1-rubikcube101.cnf, 3066, 62609, 3667
g2-hwmcc15deep-6s340rb63-k16.cnf, 123061, 363619, 3667
mp1-ps_5000_21250_3_0_0.8_0_1.60_6.cnf, 5000, 21250, 3667
mp1-rubikcube820.cnf, 3450, 69335, 3667
mp1-22.5.cnf, 4128, 126580, 3667
mp1-ps_5000_21250_3_0_0.7_0_1.50_6.cnf, 5000, 21250, 3667
mp1-rubikcube401.cnf, 3402, 69125, 3667
g2-T1.2.1.cnf, 4160759, 14484930, 3667
g2-ak128astepmodbtisc.cnf, 263025, 869766, 3667
g2-mizh-md5-47-3.cnf, 65604, 273522, 3667
g2-ak128paralbg1sbisc.cnf, 313638, 1037694, 3667
g2-T155.1.0.cnf, 2610401, 9433555, 3667
mp1-ps_5000_21250_3_0_0.6_0_1.50_2.cnf, 5000, 21250, 3667
mp1-ps_5000_21250_3_0_0.8_0_1.70_0.cnf, 5000, 21250, 3667
g2-hwmcc15deep-beembkry8b1-k45.cnf, 249516, 528367, 3667
g2-ak128modbtbg1asisc.cnf, 263025, 869766, 3667
mp1-24.5.cnf, 4448, 138764, 3667
g2-hwmcc15deep-beemhanoi4b1-k37.cnf, 455573, 1070495, 3667
mp1-tri_ali_s11_c35_sinz_UNS.cnf, 1151, 2481, 3667
g2-hwmcc15deep-beemlifts3b1-k29.cnf, 1238026, 3431267, 3667
mp1-squ_ali_s10x10_c39_sinx_SAT.cnf, 2479, 7383, 3667
g2-T75.2.0.cnf, 1510704, 5251942, 3667
g2-ak128boothmodasaig.cnf, 572261, 1714488, 3667
mp1-blockpuzzle_9x9_s4_free3.cnf, 6885, 1138941, 3667
g2-ak128boothboothisc.cnf, 428019, 1413322, 3667
mp1-klieber2017s-2000-022-eq.cnf, 10912, 32671, 3667
g2-T154.1.0.cnf, 2646168, 9549303, 3667
mp1-23.0.cnf, 4288, 132672, 3667
g2-ak128astepbg2msisc.cnf, 293123, 943237, 3667
g2-T65.2.0.cnf, 1504336, 5233340, 3667
g2-gss-28-s100.cnf, 32151, 96786, 3667
g2-ak128simpbbg1sbisc.cnf, 361973, 1215440, 3667
mp1-rubikcube812.cnf, 3090, 62778, 3667
mp1-24.8.cnf, 4448, 138764, 3667
g2-ak128diagodiagoisc.cnf, 260097, 844290, 3667
g2-T118.2.1.cnf, 2945476, 10338509, 3667
mp1-9_14.cnf, 1458, 280139, 3667
g2-ak128modbtsimpbaig.cnf, 542796, 1626093, 3667
g2-T50.2.0.cnf, 8363858, 29258912, 3667
mp1-squ_ali_s10x10_c39_sinz_SAT.cnf, 2479, 5065, 3667
mp1-blockpuzzle_9x9_s1_free9.cnf, 7371, 1262871, 3667
mp1-klieber2017s-0300-033-t12.cnf, 19565, 58607, 3667
mp1-squ_any_s09x07_c27_abix_UNS.cnf, 851, 2731, 3667
g2-gss-34-s100.cnf, 32465, 97748, 3667
mp1-ps_5000_21250_3_0_0.6_0_1.50_8.cnf, 5000, 21250, 3667
mp1-ps_5000_21250_3_0_0.8_0_1.50_0.cnf, 5000, 21250, 3667
g2-T96.1.1.cnf, 8905808, 32322587, 3667
g2-T169.1.0.cnf, 1579557, 5889425, 3667
mp1-ps_5000_21250_3_0_0.6_0_1.50_4.cnf, 5000, 21250, 3667
mp1-22.4.cnf, 4128, 126580, 3667
mp1-22.1.cnf, 4128, 126580, 3667
mp1-blockpuzzle_5x10_s7_free4.cnf, 2700, 279150, 3667
mp1-Nb6T28.cnf, 21632, 85536, 3667
g2-T101.2.0.cnf, 4184145, 14567657, 3667
g2-modgen-n200-m90860q08c40-13698.cnf, 2200, 9086, 3667
mp1-9_1.cnf, 1458, 280142, 3667
mp1-klieber2017s-0490-022-t12.cnf, 29873, 89564, 3667
mp1-blockpuzzle_9x9_s7_free9.cnf, 7452, 1284255, 3667
g2-T85.2.1.cnf, 3399116, 11752598, 3667
g2-ak128diagobg2asaig.cnf, 373241, 1117434, 3667
g2-T99.2.0.cnf, 3467274, 12115112, 3667
mp1-ps_5000_21250_3_0_0.8_0_1.60_0.cnf, 5000, 21250, 3667
mp1-klieber2017s-0500-022-t12.cnf, 30894, 92627, 3667
g2-mult1.c.50.smt2-cvc4.cnf, 256368, 1052470, 3667
g2-T109.2.0.cnf, 3630175, 12672584, 3667
mp1-9_4.cnf, 1458, 280136, 3667
g2-hwmcc15deep-6s340rb63-k22.cnf, 276394, 817663, 3667
mp1-blockpuzzle_9x9_s7_free8.cnf, 7371, 1263033, 3667
g2-hwmcc15deep-6s161-k18.cnf, 48224, 140165, 3667
mp1-Nb5T14.cnf, 5891, 23400, 3667
mp1-Nb7T46.cnf, 57935, 229320, 3667
mp1-Nb6T25.cnf, 19187, 76032, 3667
g2-UTI-20-10p1.cnf, 260342, 1391257, 3667
mp1-ps_5000_21250_3_0_0.8_0_1.55_4.cnf, 5000, 21250, 3667
g2-ak128simpbbg2asaig.cnf, 506859, 1518282, 3667
g2-T108.2.1.cnf, 4335648, 15064144, 3667
mp1-ps_5000_21250_3_0_0.6_0_1.45_4.cnf, 5000, 21250, 3667
mp1-Nb5T07.cnf, 2608, 10800, 3667
g2-UR-20-10p1.cnf, 259234, 1387934, 3667
g2-gss-24-s100.cnf, 31821, 95735, 3667
g2-T124.2.0.cnf, 2696803, 9488008, 3667
g2-hwmcc15deep-6s188-k44.cnf, 202374, 596874, 3667
mp1-ps_5000_21250_3_0_0.8_0_1.55_6.cnf, 5000, 21250, 3667
mp1-ps_5000_21250_3_0_0.8_0_1.55_0.cnf, 5000, 21250, 3667
g2-ak128boothdiagoaig.cnf, 539624, 1616577, 3667
mp1-klieber2017s-0500-024-t12.cnf, 30935, 92744, 3667
g2-slp-synthesis-aes-top26.cnf, 76943, 245006, 3667
g2-slp-synthesis-aes-top25.cnf, 71356, 227126, 3667
mp1-Nb6T29.cnf, 22447, 88704, 3667
g2-T135.1.1.cnf, 2931812, 10536122, 3667
g2-hwmcc15deep-intel066-k10.cnf, 78582, 185592, 3667
mp1-9_9.cnf, 1458, 280139, 3667
mp1-24.3.cnf, 4448, 138764, 3667
g2-hwmcc15deep-6s188-k46.cnf, 213938, 631036, 3667
g2-hwmcc15deep-6s366r-k72.cnf, 198696, 583515, 3667
g2-T58.2.0.cnf, 1688661, 5839832, 3667
g2-ak128modbtbg1asaig.cnf, 426328, 1276689, 3667
mp1-squ_ali_s10x10_c39_bail_SAT.cnf, 647, 3239, 3667
mp1-9_3.cnf, 1458, 280144, 3667
g2-gss-26-s100.cnf, 31942, 96138, 3667
g2-T93.2.1.cnf, 3438718, 11882170, 3667
g2-ak128modbtbg1btaig.cnf, 573076, 1716933, 3667
g2-ak128astepmodasaig.cnf, 422391, 1264878, 3667
g2-hwmcc15deep-6s399b02-k02.cnf, 6950, 20705, 3667
g2-slp-synthesis-aes-top29.cnf, 94998, 302862, 3667
mp1-ps_5000_21250_3_0_0.7_0_1.50_4.cnf, 5000, 21250, 3667
g2-T169.2.0.cnf, 2996015, 10506588, 3667
mp1-klieber2017s-1000-024-eq.cnf, 5823, 17398, 3667
g2-gss-38-s100.cnf, 32759, 98646, 3667
mp1-23.5.cnf, 4288, 132672, 3667
mp1-21.2.cnf, 3968, 119208, 3667
mp1-blockpuzzle_8x8_s1_free4.cnf, 4480, 597568, 3667
g2-UCG-15-10p1.cnf, 200003, 1019221, 3667
mp1-tri_ali_s11_c35_abio_UNS.cnf, 932, 2968, 3667
mp1-rubikcube720.cnf, 2778, 56303, 3667
mp1-9_21.cnf, 1458, 280135, 3667
g2-hwmcc15deep-oski15a10b10s-k22.cnf, 569318, 1484814, 3667
mp1-blockpuzzle_9x9_s1_free7.cnf, 7209, 1220913, 3667
mp1-22.8.cnf, 4128, 126580, 3667
g2-T141.1.0.cnf, 2111677, 7703817, 3667
mp1-rubikcube212.cnf, 3090, 62778, 3667
mp1-blockpuzzle_9x9_s5_free3.cnf, 6885, 1138941, 3667
mp1-qpr-bmp280-driver-5.cnf, 24070, 98559, 3667
g2-ak128modbtbg2msisc.cnf, 296051, 968713, 3667
g2-ak128modasbg1msisc.cnf, 325625, 1040620, 3667
mp1-9_49.cnf, 1458, 280138, 3667
mp1-ps_5000_21250_3_0_0.8_0_1.70_4.cnf, 5000, 21250, 3667
g2-UTI-20-5p1.cnf, 225926, 1207249, 3667
mp1-blockpuzzle_7x10_s9_free6.cnf, 5320, 773150, 3667
g2-hwmcc15deep-6s341r-k19.cnf, 407917, 1210072, 3667
mp1-klieber2017s-1000-023-eq.cnf, 6118, 18286, 3667
fla-barthel-300-4.cnf, 300, 1290, 3
fla-qhid-340-4.cnf, 340, 1870, 3
fla-barthel-260-5.cnf, 260, 1118, 3
fla-komb-220-5.cnf, 220, 1145, 3
fla-qhid-360-2.cnf, 360, 1980, 3
fla-qhid-280-1.cnf, 280, 1540, 3
fla-qhid-380-4.cnf, 380, 2090, 3
fla-qhid-400-1.cnf, 400, 2200, 3
fla-komb-260-1.cnf, 260, 1353, 3
fla-komb-220-3.cnf, 220, 1145, 3
fla-qhid-340-3.cnf, 340, 1870, 3
fla-komb-260-4.cnf, 260, 1353, 3
fla-komb-320-3.cnf, 320, 1665, 3
fla-barthel-400-3.cnf, 400, 1720, 3
fla-barthel-380-3.cnf, 380, 1634, 3
fla-barthel-400-1.cnf, 400, 1720, 3
fla-komb-240-5.cnf, 240, 1249, 3
fla-qhid-200-5.cnf, 200, 1100, 3
fla-komb-320-2.cnf, 320, 1665, 3
fla-qhid-400-3.cnf, 400, 2200, 3
fla-qhid-220-2.cnf, 220, 1210, 3
fla-barthel-340-1.cnf, 340, 1462, 3
fla-qhid-340-2.cnf, 340, 1870, 3
fla-barthel-340-4.cnf, 340, 1462, 3
fla-qhid-240-3.cnf, 240, 1320, 3
fla-qhid-220-3.cnf, 220, 1210, 3
fla-barthel-220-1.cnf, 220, 946, 3
fla-komb-340-5.cnf, 340, 1770, 3
fla-barthel-320-5.cnf, 320, 1376, 3
fla-barthel-340-2.cnf, 340, 1462, 3
fla-barthel-360-1.cnf, 360, 1548, 3
fla-barthel-240-2.cnf, 240, 1032, 3
fla-barthel-280-3.cnf, 280, 1204, 3
fla-qhid-320-5.cnf, 320, 1760, 3
fla-barthel-300-1.cnf, 300, 1290, 3
fla-komb-380-2.cnf, 380, 1978, 3
fla-barthel-220-4.cnf, 220, 946, 3
fla-qhid-260-2.cnf, 260, 1430, 3
fla-qhid-200-2.cnf, 200, 1100, 3
fla-barthel-360-2.cnf, 360, 1548, 3
fla-qhid-240-5.cnf, 240, 1320, 3
fla-qhid-220-4.cnf, 220, 1210, 3
fla-qhid-360-5.cnf, 360, 1980, 3
fla-qhid-320-4.cnf, 320, 1760, 3
fla-barthel-400-5.cnf, 400, 1720, 3
fla-qhid-320-2.cnf, 320, 1760, 3
fla-komb-280-5.cnf, 280, 1457, 3
fla-komb-280-3.cnf, 280, 1457, 3
fla-komb-280-4.cnf, 280, 1457, 3
fla-komb-300-5.cnf, 300, 1561, 3
fla-barthel-200-2.cnf, 200, 860, 3
fla-komb-340-3.cnf, 340, 1770, 3
fla-komb-380-3.cnf, 380, 1978, 3
fla-komb-200-5.cnf, 200, 1041, 3
fla-barthel-240-5.cnf, 240, 1032, 3
fla-qhid-200-4.cnf, 200, 1100, 3
fla-qhid-300-1.cnf, 300, 1650, 3
fla-komb-400-5.cnf, 400, 2082, 3
fla-komb-360-1.cnf, 360, 1874, 3
fla-komb-320-5.cnf, 320, 1665, 3
fla-barthel-280-5.cnf, 280, 1204, 3
fla-komb-240-3.cnf, 240, 1249, 3
fla-barthel-340-3.cnf, 340, 1462, 3
fla-komb-220-1.cnf, 220, 1145, 3
fla-komb-300-4.cnf, 300, 1561, 3
fla-komb-340-4.cnf, 340, 1770, 3
fla-komb-360-4.cnf, 360, 1874, 3
fla-barthel-320-3.cnf, 320, 1376, 3
fla-qhid-320-1.cnf, 320, 1760, 3
fla-komb-280-1.cnf, 280, 1457, 3
fla-qhid-360-1.cnf, 360, 1980, 3
fla-qhid-300-4.cnf, 300, 1650, 3
fla-qhid-380-1.cnf, 380, 2090, 3
fla-komb-300-3.cnf, 300, 1561, 3
fla-qhid-200-1.cnf, 200, 1100, 3
fla-barthel-200-3.cnf, 200, 860, 3
fla-komb-260-3.cnf, 260, 1353, 3
fla-komb-400-3.cnf, 400, 2082, 3
fla-komb-380-4.cnf, 380, 1978, 3
fla-qhid-400-4.cnf, 400, 2200, 3
fla-barthel-300-2.cnf, 300, 1290, 3
fla-qhid-400-2.cnf, 400, 2200, 3
fla-qhid-220-5.cnf, 220, 1210, 3
fla-barthel-320-4.cnf, 320, 1376, 3
fla-qhid-260-1.cnf, 260, 1430, 3
fla-qhid-400-5.cnf, 400, 2200, 3
fla-barthel-360-3.cnf, 360, 1548, 3
fla-komb-340-2.cnf, 340, 1770, 3
fla-komb-200-3.cnf, 200, 1041, 3
fla-komb-360-5.cnf, 360, 1874, 3
fla-barthel-220-2.cnf, 220, 946, 3
fla-komb-240-2.cnf, 240, 1249, 3
fla-komb-340-1.cnf, 340, 1770, 3
fla-komb-380-5.cnf, 380, 1978, 3
fla-qhid-280-3.cnf, 280, 1540, 3
fla-barthel-380-1.cnf, 380, 1634, 3
fla-barthel-280-2.cnf, 280, 1204, 3
fla-barthel-320-1.cnf, 320, 1376, 3
fla-komb-220-4.cnf, 220, 1145, 3
fla-barthel-400-2.cnf, 400, 1720, 3
unif-k5-r18.0-v250000-c4500000-S1652546696642030523.cnf, 250000, 4500000, 5
unif-k3-r4.267-v11600-c49497-S1762043304096481101.cnf, 11600, 49497, 5
fla-barthel-520-5.cnf, 520, 2236, 5
unif-k5-r21.117-v440-c9291-S6491585289982274826.cnf, 440, 9291, 5
